target_id,regression_order,role,quantity,value,unit,species,solvent,T_K,P_bar,composition_basis,composition_value,basis,source_classification,source_id,source_locator,source_row,underlying_reference,extraction,source_sha256,uncertainty_value,uncertainty_unit,uncertainty_meaning,tracer_status
figiel2025-transfer-Clm-ethanol-010,d,ion_organic_solvation_construction_input,single_ion_transfer_gibbs_energy,20,kJ/mol,Cl-,water+ethanol,298.15,1,salt-free ethanol mole fraction,0.90123,x-treatment; Delta G transfer water -> solvent mixture; positive means the mixture is less favorable than water,digitized,retained-lab-figiel-figure-6,"Figiel main paper Figure 6, Cl- water-ethanol panel; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_06/source/Cl.csv",retained CSV row 11,main-paper ref 73,Retained lab plot-digitized value bound to the exact Figure 6 panel; underlying review table not yet primary-verified.,1dc6e95c0e17a3e64a523355dc7c3c1edea10e6f65cbf205e8ab058f1ab7be4c,,,No pointwise uncertainty is reported in Figure 6 or the retained digitization.,later_capability_gate
figiel2025-constructed-gsolv-Clm-ethanol-010,d,constructed_ion_solvation_target,single_ion_solvation_gibbs_energy,-294.9,kJ/mol,Cl-,water+ethanol,298.15,1,salt-free ethanol mole fraction,0.90123,x-treatment; gas at 1 bar to hypothetical dilute-ideal solution at 1 bar,constructed,figiel-eq19-s5-average-plus-figure6-transfer,Figiel main paper equation 19 plus official SI Table S5 and main-paper Figure 6,Cl- ethanol constructed row 10,SI Table S5 reported average plus main-paper ref 73,Exact Decimal addition: -314.9 kJ/mol + 20 kJ/mol.,005b38ed566ec3c09b87e1ca3a9dd6eeafc9ba75e1a30b9322291d770bb93895+1dc6e95c0e17a3e64a523355dc7c3c1edea10e6f65cbf205e8ab058f1ab7be4c,,,No uncertainty is constructed because neither input has a reported pointwise uncertainty.,later_capability_gate
figiel2025-transfer-Clm-ethanol-011,d,ion_organic_solvation_construction_input,single_ion_transfer_gibbs_energy,23.06452,kJ/mol,Cl-,water+ethanol,298.15,1,salt-free ethanol mole fraction,0.99753,x-treatment; Delta G transfer water -> solvent mixture; positive means the mixture is less favorable than water,digitized,retained-lab-figiel-figure-6,"Figiel main paper Figure 6, Cl- water-ethanol panel; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_06/source/Cl.csv",retained CSV row 12,main-paper ref 73,Retained lab plot-digitized value bound to the exact Figure 6 panel; underlying review table not yet primary-verified.,1dc6e95c0e17a3e64a523355dc7c3c1edea10e6f65cbf205e8ab058f1ab7be4c,,,No pointwise uncertainty is reported in Figure 6 or the retained digitization.,later_capability_gate
figiel2025-constructed-gsolv-Clm-ethanol-011,d,constructed_ion_solvation_target,single_ion_solvation_gibbs_energy,-291.83548,kJ/mol,Cl-,water+ethanol,298.15,1,salt-free ethanol mole fraction,0.99753,x-treatment; gas at 1 bar to hypothetical dilute-ideal solution at 1 bar,constructed,figiel-eq19-s5-average-plus-figure6-transfer,Figiel main paper equation 19 plus official SI Table S5 and main-paper Figure 6,Cl- ethanol constructed row 11,SI Table S5 reported average plus main-paper ref 73,Exact Decimal addition: -314.9 kJ/mol + 23.06452 kJ/mol.,005b38ed566ec3c09b87e1ca3a9dd6eeafc9ba75e1a30b9322291d770bb93895+1dc6e95c0e17a3e64a523355dc7c3c1edea10e6f65cbf205e8ab058f1ab7be4c,,,No uncertainty is constructed because neither input has a reported pointwise uncertainty.,later_capability_gate
figiel2025-dielectric-water-001,e,dielectric_correlation_fit,relative_dielectric_constant,80.35433071,1,NaCl,water,298.15,1,total ion mole fraction,0.002720207,static relative dielectric constant of the electrolyte solution,digitized,retained-lab-figiel-figure-2,Figiel main paper Figure 2; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_02/source/dielc_salts_in_water.csv,retained CSV row 2,main-paper ref 53,Retained lab figure-derived value; exact primary table and uncertainty remain unverified.,09e1e820a55861b835fdab27df5134451ecc9329c6d512dcf26565b267b387a6,,,No pointwise uncertainty is reported in the retained digitization.,later_capability_gate
figiel2025-dielectric-water-002,e,dielectric_correlation_fit,relative_dielectric_constant,78.46456693,1,NaCl,water,298.15,1,total ion mole fraction,0.005829016,static relative dielectric constant of the electrolyte solution,digitized,retained-lab-figiel-figure-2,Figiel main paper Figure 2; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_02/source/dielc_salts_in_water.csv,retained CSV row 3,main-paper ref 53,Retained lab figure-derived value; exact primary table and uncertainty remain unverified.,09e1e820a55861b835fdab27df5134451ecc9329c6d512dcf26565b267b387a6,,,No pointwise uncertainty is reported in the retained digitization.,later_capability_gate
figiel2025-dielectric-water-003,e,dielectric_correlation_fit,relative_dielectric_constant,77.4015748,1,NaCl,water,298.15,1,total ion mole fraction,0.00738342,static relative dielectric constant of the electrolyte solution,digitized,retained-lab-figiel-figure-2,Figiel main paper Figure 2; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_02/source/dielc_salts_in_water.csv,retained CSV row 4,main-paper ref 53,Retained lab figure-derived value; exact primary table and uncertainty remain unverified.,09e1e820a55861b835fdab27df5134451ecc9329c6d512dcf26565b267b387a6,,,No pointwise uncertainty is reported in the retained digitization.,later_capability_gate
figiel2025-dielectric-water-004,e,dielectric_correlation_fit,relative_dielectric_constant,74.21259843,1,NaCl,water,298.15,1,total ion mole fraction,0.009326425,static relative dielectric constant of the electrolyte solution,digitized,retained-lab-figiel-figure-2,Figiel main paper Figure 2; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_02/source/dielc_salts_in_water.csv,retained CSV row 5,main-paper ref 53,Retained lab figure-derived value; exact primary table and uncertainty remain unverified.,09e1e820a55861b835fdab27df5134451ecc9329c6d512dcf26565b267b387a6,,,No pointwise uncertainty is reported in the retained digitization.,later_capability_gate
figiel2025-dielectric-water-005,e,dielectric_correlation_fit,relative_dielectric_constant,74.80314961,1,NaCl,water,298.15,1,total ion mole fraction,0.013989637,static relative dielectric constant of the electrolyte solution,digitized,retained-lab-figiel-figure-2,Figiel main paper Figure 2; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_02/source/dielc_salts_in_water.csv,retained CSV row 6,main-paper ref 53,Retained lab figure-derived value; exact primary table and uncertainty remain unverified.,09e1e820a55861b835fdab27df5134451ecc9329c6d512dcf26565b267b387a6,,,No pointwise uncertainty is reported in the retained digitization.,later_capability_gate
figiel2025-dielectric-water-006,e,dielectric_correlation_fit,relative_dielectric_constant,73.1496063,1,NaCl,water,298.15,1,total ion mole fraction,0.018264249,static relative dielectric constant of the electrolyte solution,digitized,retained-lab-figiel-figure-2,Figiel main paper Figure 2; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_02/source/dielc_salts_in_water.csv,retained CSV row 7,main-paper ref 53,Retained lab figure-derived value; exact primary table and uncertainty remain unverified.,09e1e820a55861b835fdab27df5134451ecc9329c6d512dcf26565b267b387a6,,,No pointwise uncertainty is reported in the retained digitization.,later_capability_gate
figiel2025-dielectric-water-007,e,dielectric_correlation_fit,relative_dielectric_constant,71.73228346,1,NaCl,water,298.15,1,total ion mole fraction,0.021761658,static relative dielectric constant of the electrolyte solution,digitized,retained-lab-figiel-figure-2,Figiel main paper Figure 2; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_02/source/dielc_salts_in_water.csv,retained CSV row 8,main-paper ref 53,Retained lab figure-derived value; exact primary table and uncertainty remain unverified.,09e1e820a55861b835fdab27df5134451ecc9329c6d512dcf26565b267b387a6,,,No pointwise uncertainty is reported in the retained digitization.,later_capability_gate
figiel2025-dielectric-water-008,e,dielectric_correlation_fit,relative_dielectric_constant,71.61417323,1,NaBr,water,298.15,1,total ion mole fraction,0.010880829,static relative dielectric constant of the electrolyte solution,digitized,retained-lab-figiel-figure-2,Figiel main paper Figure 2; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_02/source/dielc_salts_in_water.csv,retained CSV row 9,main-paper ref 55,Retained lab figure-derived value; exact primary table and uncertainty remain unverified.,09e1e820a55861b835fdab27df5134451ecc9329c6d512dcf26565b267b387a6,,,No pointwise uncertainty is reported in the retained digitization.,later_capability_gate
figiel2025-dielectric-water-009,e,dielectric_correlation_fit,relative_dielectric_constant,66.65354331,1,NaBr,water,298.15,1,total ion mole fraction,0.022927461,static relative dielectric constant of the electrolyte solution,digitized,retained-lab-figiel-figure-2,Figiel main paper Figure 2; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_02/source/dielc_salts_in_water.csv,retained CSV row 10,main-paper ref 55,Retained lab figure-derived value; exact primary table and uncertainty remain unverified.,09e1e820a55861b835fdab27df5134451ecc9329c6d512dcf26565b267b387a6,,,No pointwise uncertainty is reported in the retained digitization.,later_capability_gate
figiel2025-dielectric-water-010,e,dielectric_correlation_fit,relative_dielectric_constant,62.87401575,1,NaBr,water,298.15,1,total ion mole fraction,0.03380829,static relative dielectric constant of the electrolyte solution,digitized,retained-lab-figiel-figure-2,Figiel main paper Figure 2; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_02/source/dielc_salts_in_water.csv,retained CSV row 11,main-paper ref 55,Retained lab figure-derived value; exact primary table and uncertainty remain unverified.,09e1e820a55861b835fdab27df5134451ecc9329c6d512dcf26565b267b387a6,,,No pointwise uncertainty is reported in the retained digitization.,later_capability_gate
figiel2025-dielectric-water-011,e,dielectric_correlation_fit,relative_dielectric_constant,77.28346457,1,NaCl,water,298.15,1,total ion mole fraction,0.001554404,static relative dielectric constant of the electrolyte solution,digitized,retained-lab-figiel-figure-2,Figiel main paper Figure 2; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_02/source/dielc_salts_in_water.csv,retained CSV row 12,main-paper ref 56,Retained lab figure-derived value; exact primary table and uncertainty remain unverified.,09e1e820a55861b835fdab27df5134451ecc9329c6d512dcf26565b267b387a6,,,No pointwise uncertainty is reported in the retained digitization.,later_capability_gate
figiel2025-dielectric-water-012,e,dielectric_correlation_fit,relative_dielectric_constant,71.73228346,1,NaCl,water,298.15,1,total ion mole fraction,0.017098446,static relative dielectric constant of the electrolyte solution,digitized,retained-lab-figiel-figure-2,Figiel main paper Figure 2; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_02/source/dielc_salts_in_water.csv,retained CSV row 13,main-paper ref 56,Retained lab figure-derived value; exact primary table and uncertainty remain unverified.,09e1e820a55861b835fdab27df5134451ecc9329c6d512dcf26565b267b387a6,,,No pointwise uncertainty is reported in the retained digitization.,later_capability_gate
figiel2025-dielectric-water-013,e,dielectric_correlation_fit,relative_dielectric_constant,66.53543307,1,NaCl,water,298.15,1,total ion mole fraction,0.035362694,static relative dielectric constant of the electrolyte solution,digitized,retained-lab-figiel-figure-2,Figiel main paper Figure 2; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_02/source/dielc_salts_in_water.csv,retained CSV row 14,main-paper ref 56,Retained lab figure-derived value; exact primary table and uncertainty remain unverified.,09e1e820a55861b835fdab27df5134451ecc9329c6d512dcf26565b267b387a6,,,No pointwise uncertainty is reported in the retained digitization.,later_capability_gate
figiel2025-dielectric-water-014,e,dielectric_correlation_fit,relative_dielectric_constant,61.81102362,1,NaCl,water,298.15,1,total ion mole fraction,0.054015544,static relative dielectric constant of the electrolyte solution,digitized,retained-lab-figiel-figure-2,Figiel main paper Figure 2; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_02/source/dielc_salts_in_water.csv,retained CSV row 15,main-paper ref 56,Retained lab figure-derived value; exact primary table and uncertainty remain unverified.,09e1e820a55861b835fdab27df5134451ecc9329c6d512dcf26565b267b387a6,,,No pointwise uncertainty is reported in the retained digitization.,later_capability_gate
figiel2025-dielectric-water-015,e,dielectric_correlation_fit,relative_dielectric_constant,57.91338583,1,NaCl,water,298.15,1,total ion mole fraction,0.069559585,static relative dielectric constant of the electrolyte solution,digitized,retained-lab-figiel-figure-2,Figiel main paper Figure 2; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_02/source/dielc_salts_in_water.csv,retained CSV row 16,main-paper ref 56,Retained lab figure-derived value; exact primary table and uncertainty remain unverified.,09e1e820a55861b835fdab27df5134451ecc9329c6d512dcf26565b267b387a6,,,No pointwise uncertainty is reported in the retained digitization.,later_capability_gate
figiel2025-dielectric-water-016,e,dielectric_correlation_fit,relative_dielectric_constant,54.48818898,1,NaCl,water,298.15,1,total ion mole fraction,0.086658031,static relative dielectric constant of the electrolyte solution,digitized,retained-lab-figiel-figure-2,Figiel main paper Figure 2; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_02/source/dielc_salts_in_water.csv,retained CSV row 17,main-paper ref 56,Retained lab figure-derived value; exact primary table and uncertainty remain unverified.,09e1e820a55861b835fdab27df5134451ecc9329c6d512dcf26565b267b387a6,,,No pointwise uncertainty is reported in the retained digitization.,later_capability_gate
figiel2025-dielectric-water-017,e,dielectric_correlation_fit,relative_dielectric_constant,51.65354331,1,NaCl,water,298.15,1,total ion mole fraction,0.104145078,static relative dielectric constant of the electrolyte solution,digitized,retained-lab-figiel-figure-2,Figiel main paper Figure 2; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_02/source/dielc_salts_in_water.csv,retained CSV row 18,main-paper ref 56,Retained lab figure-derived value; exact primary table and uncertainty remain unverified.,09e1e820a55861b835fdab27df5134451ecc9329c6d512dcf26565b267b387a6,,,No pointwise uncertainty is reported in the retained digitization.,later_capability_gate
figiel2025-dielectric-water-018,e,dielectric_correlation_fit,relative_dielectric_constant,48.7007874,1,NaCl,water,298.15,1,total ion mole fraction,0.120466321,static relative dielectric constant of the electrolyte solution,digitized,retained-lab-figiel-figure-2,Figiel main paper Figure 2; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_02/source/dielc_salts_in_water.csv,retained CSV row 19,main-paper ref 56,Retained lab figure-derived value; exact primary table and uncertainty remain unverified.,09e1e820a55861b835fdab27df5134451ecc9329c6d512dcf26565b267b387a6,,,No pointwise uncertainty is reported in the retained digitization.,later_capability_gate
figiel2025-dielectric-water-019,e,dielectric_correlation_fit,relative_dielectric_constant,46.45669291,1,NaCl,water,298.15,1,total ion mole fraction,0.137953368,static relative dielectric constant of the electrolyte solution,digitized,retained-lab-figiel-figure-2,Figiel main paper Figure 2; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_02/source/dielc_salts_in_water.csv,retained CSV row 20,main-paper ref 56,Retained lab figure-derived value; exact primary table and uncertainty remain unverified.,09e1e820a55861b835fdab27df5134451ecc9329c6d512dcf26565b267b387a6,,,No pointwise uncertainty is reported in the retained digitization.,later_capability_gate
figiel2025-dielectric-water-020,e,dielectric_correlation_fit,relative_dielectric_constant,44.4488189,1,NaCl,water,298.15,1,total ion mole fraction,0.155051813,static relative dielectric constant of the electrolyte solution,digitized,retained-lab-figiel-figure-2,Figiel main paper Figure 2; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_02/source/dielc_salts_in_water.csv,retained CSV row 21,main-paper ref 56,Retained lab figure-derived value; exact primary table and uncertainty remain unverified.,09e1e820a55861b835fdab27df5134451ecc9329c6d512dcf26565b267b387a6,,,No pointwise uncertainty is reported in the retained digitization.,later_capability_gate
figiel2025-dielectric-water-021,e,dielectric_correlation_fit,relative_dielectric_constant,78.46456693,1,LiCl,water,298.15,1,total ion mole fraction,0.000777202,static relative dielectric constant of the electrolyte solution,digitized,retained-lab-figiel-figure-2,Figiel main paper Figure 2; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_02/source/dielc_salts_in_water.csv,retained CSV row 22,main-paper ref 54,Retained lab figure-derived value; exact primary table and uncertainty remain unverified.,09e1e820a55861b835fdab27df5134451ecc9329c6d512dcf26565b267b387a6,,,No pointwise uncertainty is reported in the retained digitization.,later_capability_gate
figiel2025-dielectric-water-022,e,dielectric_correlation_fit,relative_dielectric_constant,69.84251969,1,LiCl,water,298.15,1,total ion mole fraction,0.019041451,static relative dielectric constant of the electrolyte solution,digitized,retained-lab-figiel-figure-2,Figiel main paper Figure 2; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_02/source/dielc_salts_in_water.csv,retained CSV row 23,main-paper ref 54,Retained lab figure-derived value; exact primary table and uncertainty remain unverified.,09e1e820a55861b835fdab27df5134451ecc9329c6d512dcf26565b267b387a6,,,No pointwise uncertainty is reported in the retained digitization.,later_capability_gate
figiel2025-dielectric-water-023,e,dielectric_correlation_fit,relative_dielectric_constant,63.81889764,1,LiCl,water,298.15,1,total ion mole fraction,0.037305699,static relative dielectric constant of the electrolyte solution,digitized,retained-lab-figiel-figure-2,Figiel main paper Figure 2; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_02/source/dielc_salts_in_water.csv,retained CSV row 24,main-paper ref 54,Retained lab figure-derived value; exact primary table and uncertainty remain unverified.,09e1e820a55861b835fdab27df5134451ecc9329c6d512dcf26565b267b387a6,,,No pointwise uncertainty is reported in the retained digitization.,later_capability_gate
figiel2025-dielectric-water-024,e,dielectric_correlation_fit,relative_dielectric_constant,59.68503937,1,LiCl,water,298.15,1,total ion mole fraction,0.045466321,static relative dielectric constant of the electrolyte solution,digitized,retained-lab-figiel-figure-2,Figiel main paper Figure 2; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_02/source/dielc_salts_in_water.csv,retained CSV row 25,main-paper ref 54,Retained lab figure-derived value; exact primary table and uncertainty remain unverified.,09e1e820a55861b835fdab27df5134451ecc9329c6d512dcf26565b267b387a6,,,No pointwise uncertainty is reported in the retained digitization.,later_capability_gate
figiel2025-dielectric-water-025,e,dielectric_correlation_fit,relative_dielectric_constant,53.54330709,1,LiCl,water,298.15,1,total ion mole fraction,0.072668394,static relative dielectric constant of the electrolyte solution,digitized,retained-lab-figiel-figure-2,Figiel main paper Figure 2; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_02/source/dielc_salts_in_water.csv,retained CSV row 26,main-paper ref 54,Retained lab figure-derived value; exact primary table and uncertainty remain unverified.,09e1e820a55861b835fdab27df5134451ecc9329c6d512dcf26565b267b387a6,,,No pointwise uncertainty is reported in the retained digitization.,later_capability_gate
figiel2025-dielectric-water-026,e,dielectric_correlation_fit,relative_dielectric_constant,48.22834646,1,LiCl,water,298.15,1,total ion mole fraction,0.086658031,static relative dielectric constant of the electrolyte solution,digitized,retained-lab-figiel-figure-2,Figiel main paper Figure 2; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_02/source/dielc_salts_in_water.csv,retained CSV row 27,main-paper ref 54,Retained lab figure-derived value; exact primary table and uncertainty remain unverified.,09e1e820a55861b835fdab27df5134451ecc9329c6d512dcf26565b267b387a6,,,No pointwise uncertainty is reported in the retained digitization.,later_capability_gate
figiel2025-dielectric-water-027,e,dielectric_correlation_fit,relative_dielectric_constant,32.87401575,1,LiCl,water,298.15,1,total ion mole fraction,0.160880829,static relative dielectric constant of the electrolyte solution,digitized,retained-lab-figiel-figure-2,Figiel main paper Figure 2; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_02/source/dielc_salts_in_water.csv,retained CSV row 28,main-paper ref 54,Retained lab figure-derived value; exact primary table and uncertainty remain unverified.,09e1e820a55861b835fdab27df5134451ecc9329c6d512dcf26565b267b387a6,,,No pointwise uncertainty is reported in the retained digitization.,later_capability_gate
figiel2025-dielectric-water-028,e,dielectric_correlation_fit,relative_dielectric_constant,25.19685039,1,LiCl,water,298.15,1,total ion mole fraction,0.218005181,static relative dielectric constant of the electrolyte solution,digitized,retained-lab-figiel-figure-2,Figiel main paper Figure 2; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_02/source/dielc_salts_in_water.csv,retained CSV row 29,main-paper ref 54,Retained lab figure-derived value; exact primary table and uncertainty remain unverified.,09e1e820a55861b835fdab27df5134451ecc9329c6d512dcf26565b267b387a6,,,No pointwise uncertainty is reported in the retained digitization.,later_capability_gate
figiel2025-dielectric-water-029,e,dielectric_correlation_fit,relative_dielectric_constant,23.07086614,1,LiCl,water,298.15,1,total ion mole fraction,0.282512953,static relative dielectric constant of the electrolyte solution,digitized,retained-lab-figiel-figure-2,Figiel main paper Figure 2; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_02/source/dielc_salts_in_water.csv,retained CSV row 30,main-paper ref 54,Retained lab figure-derived value; exact primary table and uncertainty remain unverified.,09e1e820a55861b835fdab27df5134451ecc9329c6d512dcf26565b267b387a6,,,No pointwise uncertainty is reported in the retained digitization.,later_capability_gate
figiel2025-dielectric-methanol-001,e,dielectric_correlation_fit,relative_dielectric_constant_ratio,0.8856,1,various,methanol,298.15,1,total ion mole fraction,0.0063,epsilon_mix / epsilon_salt-free-solvent,digitized,retained-lab-figiel-figure-3,Figiel main paper Figure 3; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_03/source/dielc_single_solvent_digitized.csv,retained CSV row 2,refs 57-58,Digitized from Figiel 2025 Figure 3 after local and quick online source recovery did not yield structured methanol tables.,9aec8ecc7f6bf04f719ec24c09888dfea622a0ccf6979bd81154fa1cb5b19c7d,,,No pointwise uncertainty is reported in Figure 3 or the retained digitization.,later_capability_gate
figiel2025-dielectric-methanol-002,e,dielectric_correlation_fit,relative_dielectric_constant_ratio,0.8436,1,various,methanol,298.15,1,total ion mole fraction,0.0102,epsilon_mix / epsilon_salt-free-solvent,digitized,retained-lab-figiel-figure-3,Figiel main paper Figure 3; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_03/source/dielc_single_solvent_digitized.csv,retained CSV row 3,refs 57-58,Digitized from Figiel 2025 Figure 3 after local and quick online source recovery did not yield structured methanol tables.,9aec8ecc7f6bf04f719ec24c09888dfea622a0ccf6979bd81154fa1cb5b19c7d,,,No pointwise uncertainty is reported in Figure 3 or the retained digitization.,later_capability_gate
figiel2025-dielectric-methanol-003,e,dielectric_correlation_fit,relative_dielectric_constant_ratio,0.7769,1,various,methanol,298.15,1,total ion mole fraction,0.0206,epsilon_mix / epsilon_salt-free-solvent,digitized,retained-lab-figiel-figure-3,Figiel main paper Figure 3; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_03/source/dielc_single_solvent_digitized.csv,retained CSV row 4,refs 57-58,Digitized from Figiel 2025 Figure 3 after local and quick online source recovery did not yield structured methanol tables.,9aec8ecc7f6bf04f719ec24c09888dfea622a0ccf6979bd81154fa1cb5b19c7d,,,No pointwise uncertainty is reported in Figure 3 or the retained digitization.,later_capability_gate
figiel2025-dielectric-methanol-004,e,dielectric_correlation_fit,relative_dielectric_constant_ratio,0.6489,1,various,methanol,298.15,1,total ion mole fraction,0.0396,epsilon_mix / epsilon_salt-free-solvent,digitized,retained-lab-figiel-figure-3,Figiel main paper Figure 3; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_03/source/dielc_single_solvent_digitized.csv,retained CSV row 5,refs 57-58,Digitized from Figiel 2025 Figure 3 after local and quick online source recovery did not yield structured methanol tables.,9aec8ecc7f6bf04f719ec24c09888dfea622a0ccf6979bd81154fa1cb5b19c7d,,,No pointwise uncertainty is reported in Figure 3 or the retained digitization.,later_capability_gate
figiel2025-dielectric-methanol-005,e,dielectric_correlation_fit,relative_dielectric_constant_ratio,0.5778,1,various,methanol,298.15,1,total ion mole fraction,0.0582,epsilon_mix / epsilon_salt-free-solvent,digitized,retained-lab-figiel-figure-3,Figiel main paper Figure 3; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_03/source/dielc_single_solvent_digitized.csv,retained CSV row 6,refs 57-58,Digitized from Figiel 2025 Figure 3 after local and quick online source recovery did not yield structured methanol tables.,9aec8ecc7f6bf04f719ec24c09888dfea622a0ccf6979bd81154fa1cb5b19c7d,,,No pointwise uncertainty is reported in Figure 3 or the retained digitization.,later_capability_gate
figiel2025-dielectric-methanol-006,e,dielectric_correlation_fit,relative_dielectric_constant_ratio,0.4942,1,various,methanol,298.15,1,total ion mole fraction,0.0767,epsilon_mix / epsilon_salt-free-solvent,digitized,retained-lab-figiel-figure-3,Figiel main paper Figure 3; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_03/source/dielc_single_solvent_digitized.csv,retained CSV row 7,refs 57-58,Digitized from Figiel 2025 Figure 3 after local and quick online source recovery did not yield structured methanol tables.,9aec8ecc7f6bf04f719ec24c09888dfea622a0ccf6979bd81154fa1cb5b19c7d,,,No pointwise uncertainty is reported in Figure 3 or the retained digitization.,later_capability_gate
figiel2025-dielectric-methanol-007,e,dielectric_correlation_fit,relative_dielectric_constant_ratio,0.3572,1,various,methanol,298.15,1,total ion mole fraction,0.1443,epsilon_mix / epsilon_salt-free-solvent,digitized,retained-lab-figiel-figure-3,Figiel main paper Figure 3; retained lab CSV /home/tnnrpolley21/Workspaces/Engineering/ePC-SAFT/analyses/paper_validation/2025_figiel/figures/figure_03/source/dielc_single_solvent_digitized.csv,retained CSV row 8,refs 57-58,Digitized from Figiel 2025 Figure 3 after local and quick online source recovery did not yield structured methanol tables.,9aec8ecc7f6bf04f719ec24c09888dfea622a0ccf6979bd81154fa1cb5b19c7d,,,No pointwise uncertainty is reported in Figure 3 or the retained digitization.,later_capability_gate
